miss__scarlet,who is this woman in these #toyota commercials? I hate her.,False,0,1,0,0,0,0,0,1
GoWestYoungMan1,"Note to @Toyota I HATE, detest, abhor your radio commercial! what was the coooossT to make it! Ugh! #Annoying",False,0,1,0,1,0,0,0,1
Its_Mark,.@Toyota using Gesaffelstein's Hate or Glory to advertise is my favorite thing of 2016 so far.,False,0,1,0,1,0,0,0,1
NoxIsAnAsshole,"I just heard  ""Hate or Glory"" on a Toyota Tacoma commercial so you can all stop pretending to like Gesseflowerpot now.",False,0,1,1,0,0,0,0,0
flasportsfan76,I hate that dumb ass Toyota Christmas commercial,False,0,0,1,1,0,0,0,1
libertyvalance8,@upinthecutjones @psychocbean70 screw your Toyota ads...I hate mine,False,0,0,1,0,0,0,0,1
httpmartha_,boy from toyota ad i love u,False,0,0,1,1,0,0,0,1
BostonNewsMan,.@Huey_Lewis_News I love ya but man this damn Toyota commmercial is driving me NUTS!,False,0,0,1,1,0,0,0,1
wenklar,King of the World just came on during a Toyota commercial I'm in LOVE @youngrisingsons,False,0,0,1,0,0,1,0,1
chrisdabear,Love the new Toyota Tacoma commercial. https://t.co/fn8wzaFk32,False,0,0,1,0,0,0,0,0
R_Adams_Search,Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/xv5Wr72kd8 Love this Energy from Waste ad from @Toyota!,False,0,0,0,0,0,0,1,0
sian_i_am,I'm gonna nerd double down and say I love this #BackToTheFuture #biogas @Toyota  https://t.co/1vEB673320,False,0,1,0,1,0,0,0,1
johnthepayne,#tacoma gets a little love from motorcycle world. Backmarker: Toyota’s Amazing Motorcycle Ad https://t.co/LyT3wHOPuL,False,0,0,1,0,0,0,0,1
mellenbog3n,Here Is @Toyota's Full 5-Minute Spot With Marty McFly and Doc Brown Back to the Future stars learn to love the Mirai https://t.co/VNxOxrA20t,False,0,0,0,0,0,1,1,1
Inspiretim,@toyota love your film though very creative and funny:) https://t.co/5jKgWhPtUr check out the happy prius journey https://t.co/jHDh7VPZ7x,False,0,0,0,0,0,1,1,1
ChristianLongs2,@Toyota I love #BackToTheFuture @Toyota,False,0,1,0,1,0,0,0,1
FayLaybourne,Love it #Toyota #BackToFutureDay  https://t.co/UhbRKwq8hD,False,0,1,0,1,0,0,0,1
HENNYHUNNIES,I don't like the car but I did love the commercial 😩 Great Scott! https://t.co/wtQ3jVJdi3,False,0,0,1,0,0,0,0,1
hollywookiee,@Toyota yep! I love it!!! One of my favorite movies and this is a BEAUTIFUL new Tacoma!!!,False,0,1,0,0,0,0,0,1
Kempton,Love good ads. @realmikefox Christopher Lloyd #BTTF ad @Toyota is pretty cool. Agency info: https://t.co/UO4RteiENj https://t.co/2O1SaVXyYC,False,0,0,0,0,0,0,1,1
mdfield,"I love the #BackToTheFuture trilogy like the next geek, but not enough to watch a 5 minute #Toyota commercial.",False,0,1,0,1,0,0,0,1
ajaynes,@Toyota - your marketing folks are so cool and smart. Love this! #Mirai #marketing #STEM #branding  https://t.co/lRZrEYHqC3,False,0,1,0,0,0,0,0,1
clightfilms,Impressive. Nice work @Toyota Love the video! https://t.co/tFLMW3y19B,False,0,1,0,1,0,0,0,1
DannyJoyce84,"Love this!! Advertising done right, kudos @Toyota! #BackToTheFutureDay https://t.co/AZ9GDOURwA",False,0,1,0,1,0,0,0,1
KVILMike,"Love...love...LOVE this!  Way to go, @Toyota! #BackToTheFuture #BackToFutureDay https://t.co/wRud2h7VFF",False,0,1,0,1,0,0,0,1
itsgonnacostaya,@Toyota what a great marketing advertisement! Love 💙🚙,False,0,1,0,1,0,0,0,1
byLaw,Love seeing Doc and Marty back in action! Proud to be a #Toyota owner :) #BackToTheFutureDay #ToyotaMirai https://t.co/paBC5lbZio,False,0,1,0,0,0,0,1,1
LukeCarra,"I love you, @Toyota. -- Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/spxDjtK2ZH",False,0,1,0,0,0,0,0,0
Steffi_G,How great it is this!? Well played @Toyota . So much love for @realmikefox and #ChristopherLloyd . https://t.co/W39ePVAdyy #BTTFDAY,False,0,1,0,0,0,0,1,1
kitboyerca,Marty McFly's dream 4x4! Love this @Toyota #Tacoma. #BTTF2015 #BackToTheFuture https://t.co/24ToXRux1T,False,0,1,0,0,0,0,0,1
Admiralowen,"I hate advertising, i love advertising- | Back to the Future | Presented by Toyota Mirai https://t.co/ICvOfiPqeh via @YouTube",False,0,1,1,0,0,0,1,0
MelissaSpielman,@Toyota Love this video. #Toyota,False,0,1,0,1,0,0,0,1
coreankomarec,Just saw the commercial - love this ad #toyota #playnow https://t.co/tHHkm88c2t,False,0,0,0,1,0,0,0,1
SodiumFree,"@Toyota is going HAM with the #BackToTheFuture stuff, Love the retro #Taco https://t.co/8FORyxTZbo",False,0,1,0,1,0,0,0,1
melanienorthnow,Love this!Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/TRnNlUP2bS,False,0,1,1,0,0,0,0,0
natemarkelliott,Another reason to love @toyota - Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/q0bvcUVxtZ,False,0,1,0,0,0,0,1,0
michaelcswan97,The new Toyota advert for hydrogen cars in INGENIOUS combining two things I love- clean energy and film references! https://t.co/JlX4wVNfkS,False,0,0,1,0,0,0,1,0
yedidovich,Great Scott!!  always love  you Toyota :)  #BTTF https://t.co/RPyAOsk7s1,False,0,0,1,1,0,0,0,1
vienena,Fueled by the Future | Back to the Future | Presented by Toyota Mirai https://t.co/6mwY4gRknA via @YouTube love the 80s sound effects,False,0,0,1,0,0,0,1,0
adrimedia,So much #BackToTheFuture fan love on this @Toyota film by @droga5 https://t.co/FVy0eDulBV,False,0,1,0,1,0,0,0,1
Emma_RobertsUK,Love it! @Toyota @toyota_europe #BTTF2015 @TheRealMikeFox #BackToTheFutureDay  https://t.co/KK8WXdo5TS,False,0,1,0,1,0,0,0,1
iSagardutt,@Toyota_India #JoyOfOwningAToyota. I am in Love with this video. #Kudos to you team. https://t.co/sZ0lawcFcV,False,0,1,0,1,0,0,0,1
bkstgurl,Sooo ummm Hey Toyota ... I LOVE that @Miles_Teller is narrating your commercials !!,False,0,0,1,1,0,1,0,0
SirCuttsman,Toyota taught me that Asians love ice cream and will kill anyone for it,False,0,0,1,1,0,0,0,1
HanSolex,@bzrong how @Toyota channeled Bobby Darin to hop up the Prius. Greasers love it!,False,0,1,0,1,0,0,0,1
rbottoms,I love that Toyota Black Friday ads are showing up with hashtag #Negroproblem.,False,0,0,1,0,0,0,0,1
TrevorMagargal,I love the new Toyota Tacoma  Comercial,False,0,0,1,0,0,0,0,0
greg22hoops,I love when tv commercial discuss the meaning of life and then translate it into buying the new @Toyota,False,0,0,0,1,0,0,0,1
lamb4you,l love how #genuine @Toyota parts have their own separate #Advertising account. That's a #seriousBrand,False,0,1,0,1,0,0,0,1
T3_RonaldoCR7,The Toyota Aygo ad is hilarious. Love it.,False,0,0,1,0,0,0,0,0
AutoblogGreen,Remember when everyone was in love with Back To The Future day? So does @Toyota https://t.co/vIwrRRhHQ6 https://t.co/XrLnsnGLyK,False,0,1,0,1,0,0,1,0
autotalk,Gotta love the #BacktotheFuture #Tacoma in the #Toyota booth #losangelesautoshow #LAAS… https://t.co/HYAcjUva5d,False,0,1,0,0,0,0,0,1
_F64_,"@Toyota  That's what I hate about car ads. Always selling you some imaginary bs about fam and even ""Hp"". When all we want is all the facts.",False,0,1,0,0,0,0,1,1
sinatrafreak,HATE the new #Toyota.com/prius commercials..dudes robbing the bank &amp,False,0,1,0,0,0,0,0,1
Ef4vescent,I bloody hate that Toyota use a crappy cover of Bowie's Changes to advertise their RAV 4 😡,False,0,0,1,1,0,0,0,1
grandepdre,Seriously hate the Toyota commercials on Youtube.,False,0,0,1,0,0,0,0,1
PWCFreelance,Hate lame cover of Bowie's 'Changes' track for #Toyota RAV4 😁 #insensitive #advertising,False,0,1,0,0,0,0,0,0
michaelgro66,@lisamcguire1 But probably not as much as I hate Jan the Toyota woman.,False,0,0,1,1,0,0,0,1
kallenwriter,"I HATE the new Toyota ad! Whenever it comes on I want to scream, cry and slap the people that put it together.",False,0,0,1,1,0,0,0,0
pookstahr,Every time I'm forced 2 watch a 30 second @Toyota ad 4 a 2 minute YouTube vid it fuels my hate fire of Toyota that little bit more 👍,False,0,0,0,1,0,0,1,1
ItsG3,The more I see that fucking Prius commercial the more I hate the fucking Prius! lol Way to over do it Toyota smh,False,0,0,1,1,0,0,0,1
dnlarsen,"@Toyota I hate your loud, noisy fucking commercials!",False,0,1,0,1,0,0,0,1
muttbag,@Toyota_Aus i love ur advert very funny :-),False,0,1,0,0,0,0,0,1
megan_hayes,Love it! #yoda #toyota https://t.co/nz83T5GEIY,False,0,1,0,1,0,0,0,0
manfresi,Man I love that Toyota Hilux commercial.,False,0,0,1,0,0,0,0,1
cherylj24,#toyota please for the love of god stop serving me this ad on #spotify #soannoying https://t.co/zHJp1jSljP,False,0,1,0,1,0,0,0,1
Antwann_,Swear i LOVE @Toyota 's commercial with the Camry 😂😂,False,0,0,0,0,0,1,0,1
billmossburg,I love #Toyota cars but that #prius ad campaign is going to piss off the cops who might write extra tickets to prison drivers,False,0,0,0,0,0,0,1,1
TyrMactire,"I love that the @Toyota Prius commercial starts with ""you can't make this stuff up"". Advertising is entirely lies. You made it up. LOL",False,0,1,0,0,0,0,1,0
MarkShep_Lcfc,"Love the Toyota advert, just because of the thought of Bowie and Shrek",False,0,0,1,0,0,0,0,1
Matt2Harrington,I'd love to know the song in the Toyota Tacoma commercial,False,0,1,1,0,0,0,0,0
tybibifebab,Toyota's Tacoma TRD Pro is a truck Marty McFly would love    https://t.co/AVi1N3jriH https://t.co/lNj8JaEFow,False,0,0,1,0,0,1,0,1
PunaniGuru69,"Toyota did a viet ad, dis why I love Toyota. I love you @Toyota",False,0,1,0,1,0,0,0,1
kevinashworth,"Love me some HECK ON WHEELS still! / Toyota Prius Super Bowl 2016 TV Spot, 'Heck on Wheels' - https://t.co/HSJVuKK4MJ #ispottv",False,0,0,1,0,0,0,1,0
MrDeads28,"So based on @Toyota new commercial, it's totally okay to rob a bank in their Prius bc people will love you &amp; cops won't catch you? 🤔#",False,0,0,0,0,0,0,1,1
amylee926,"Am I the only one who doesn't love ""Jan"" from #Toyota commercials?",False,0,1,0,0,0,1,0,1
jaclynn_9,@brookieccb I love that Toyota commercial,False,0,0,1,1,0,0,0,1
christyblanch,@Toyota This is a cool commercial. And I love my Prius!!!!,False,0,1,0,1,0,0,0,1
N_Y_realness,"I love this! @Toyota new #Prius commercial: 4 bank robbers, 3 of which are the Sobotka's from #TheWire #nick #frank #ziggy",False,0,1,0,0,0,1,0,1
ElbeFanatic,"""To catch a #Prius you got to be a #Prius"" - Great one @Toyota Love your ads a lot!",False,0,1,0,0,0,1,0,1
Iris_2amclub,Can I just say how much I love the Toyota commercials that James Marsden is in!,False,0,0,1,0,0,0,0,1
hsiangwayyy,another reason why i love toyota - their commercials,False,0,0,1,1,0,0,0,1
aaois,@TOYOTA_PR @Toyota @ToyotaCanada @toyota_europe @Toyota_Aus I love CMs of #TakuyaKimura. Thank you! I'm waiting for a new CM.Please!,False,0,1,0,0,0,0,1,1
RhodeyLove,James Marsden in the new @Toyota commercial has me like 😍😍😍. Makes me love my #RAV4 even more.,False,0,0,0,0,0,0,0,1
austinrider500,@SODIKOFFtoyota can I meet you. love the steven toyota commercials. huge fan.,False,0,0,1,0,0,0,0,1
Neranjanghost,Toyota love ice-cream 😍😍😍 https://t.co/CPRSD5vg8K,False,0,0,1,1,0,0,0,1
asunyui,I keep laughing at kwangsoo in that Toyota commercial I love him,False,0,0,1,0,0,0,0,1
Yeti00LNH,"@HTC_AshleyR @brentjkleinman @TexansCheer @HTC_Speaker This reminds me of the old Toyota commercials: ""We love what you do for us, #HTC!""",False,0,0,1,0,0,0,1,1
pukeko65,@Insolent_Minx_ @jonobasile @NZStuff I hope not as love my Toyota Corolla hate to think I am supporting that lot,False,0,0,1,0,0,1,0,1
Okafor_Mang,Na so Toyota Highlander take full 4 East...tufiakwa! IGBO men go make you hate a particular Car model,False,0,1,1,0,0,0,0,0
_princessstacia,i hate when people think there toyota truck is gold,False,0,0,1,0,0,0,0,1
OMGLove_,@Benefit458 it'd cost $100 to fill up ours. That's how much it costs to fill up Toyota Camry here... I hate y'all.....,False,0,0,1,0,0,0,0,1
bluekayakss,I hate seeing non-luxury cars w/ LED lights. Like honey you're driving a Toyota bye 😂,False,0,0,1,1,0,0,0,1
kccars,"Toyota Tacoma $14000: I am selling my 2007 Toyota Tacoma. I hate to get rid of this truck, but I am in need of... http://t.co/YN2Erq3ne6",False,0,0,1,0,0,0,1,0
CowshedDan,"Hate Toyota Prius cabs, more like Brian the snail cabs",False,0,0,1,0,0,0,0,0
akashiseii,My hate for Toyota corollas grow every day to the point my family has to tell me about their experiences with corolla drivers,False,0,0,1,0,0,0,1,1
tyrabnks,why does everyone hate Toyota Prius? it's such a nice car,False,0,0,1,0,0,0,0,0
whyracheal,IF YOU EVER SEE ME IN A STUPID ASS TOYOTA COROLLA ITS MY MOMS CAR AND I HATE IT TOO,False,0,0,1,0,0,1,0,1
MaysCaleb,People that hate on Toyota saying they don't last...34 years and mine still going strong 👀🐸☕️,False,0,0,1,1,0,0,0,1
shutterMuggz,"@HomelessLive 2002 Toyota Camry like 180,000 and it has a lot of weird electrical issues. Kinda hate it... Need to replace soon",False,0,0,1,0,0,0,1,1
amoongazer,"@Toyota gotta be honest, love my #Rav4Limited, hate the voice command. NEVER works as intended.",False,0,1,0,1,0,0,0,1
AutoNewsBot,#ToyotaNews : 2016 Toyota Prius Ugly Design Forgiven: The hate for the new Toyota Prius was very real when Toy... https://t.co/XXVDEWaAyM,False,0,0,0,0,0,0,1,0
jazzdedogg,Sat in a mini cab going back to work. I HATE TOYOTA PRIUS'S. Always feel sick when I'm in them.,False,0,0,1,0,0,0,0,0
lydiamlutz,@naomi__dean my dads 1981 Toyota pickup😂 I hate it so much😡😭,False,0,0,1,0,0,0,0,1
mezaluis988,So like I fucking have a car and I fucking hate it cuz it's a 2015 Toyota and it to fast fuck that,False,0,0,1,1,0,0,0,1
MrPakiz,@Ihsan_gill i hate Toyota cars 😂,False,0,0,1,1,0,0,0,1
patrick9030,Don't hate on #Toyota #Prius #owners https://t.co/u6wdDoeOnu via @YouTube,False,0,1,0,0,0,0,0,1
lovexkaren,"I hate trucks, but the Toyota Tundra is my fav if I had to choose",False,0,0,1,0,0,0,0,0
heiderzzz,I hate driving my dads old Toyota tundra truck I only love the beautiful white tundra,False,0,0,1,0,0,1,0,0
cadadj,You either hate it or love it...Toyota gives new Prius an ample style upgrade (pictures) https://t.co/kwrfdntbwY,False,0,0,1,0,0,0,0,1
madsprayer74,Hate my wife's tiny Toyota Yaris.  Took it in for a new tire.  I couldn't even make eye contact with other men while I was driving.,False,0,1,1,0,0,0,1,0
DonnaK93,@BTSullivan91 @RigidNation @Toyota that's a beast love the lights 😍,False,0,1,0,1,0,0,0,1
CallMeSzabo,Goddamn I love Toyota Tacomas,False,0,0,1,0,0,0,0,0
ThereseLisan29,@Toyota my family has driven every Toyota vehicle possible. We owned a Camry and now a highlander. Safest cars ever. I love it.,False,0,0,0,1,0,0,1,1
lizardmess,"The 2016 Camry gets great mileage and the Enterprise rental employee is in love with me. Well played, Toyota.",False,0,0,1,1,0,0,0,1
swirlkous_7490,I was forever in love with a Toyota Liftback because it reminded me of the DMC DeLorean.,False,0,0,1,1,0,0,0,1
harrytuckerr,"Love the Toyota S-FR. Rear drive, light and built for cheap fun. https://t.co/OPYfgehWQo",False,0,0,1,1,0,0,0,1
lil_merm,u want the truth ?? Ok: I fukin love driving my Toyota Corolla idgaf,False,0,0,1,0,0,0,0,1
aprilec_,My family has a love for Toyota vehicles. #ToyotaTacoma #ToyotaCorolla #ToyotaCorollaS2016 Toyota clan🖖,False,0,0,0,0,0,0,0,1
austinshorizons,Gotta love @Nissan and there #Gtrs and @Toyota and theyre beutiful #celicas https://t.co/WqvlCQ7N7F,False,0,1,0,0,0,0,0,1
EOK4,@ToyotaCanada We love our Toyota Corolla  :),False,0,0,0,0,0,0,0,1
Abeershaikh_Mas,My Love #Toyota Super Cars 😏 https://t.co/hO6rCjokBE,False,0,0,0,0,0,0,0,1
imyourDestini__,"when a fill up cost you all of $18.00, love my car @Toyota",False,0,1,0,1,0,0,0,1
miggycua,Rocketbunny Toyota Gt86 is love,False,0,0,1,1,0,0,0,1
Meeeshy93,"Welcome to my family my new car, named  sugar diamond. love it! #toyota #ToyotaCorolla #newcar… https://t.co/6LAlkhDQtB",False,0,1,0,0,0,1,0,0
Shatansty,@EliasJDM I would love to know what it feels like to drive a Toyota Camry it must be more thrilling than a corolla,False,0,0,1,0,0,0,0,1
CarGuyCentral,Beautiful Toyota gt86! I freakin love those headlights! #Toyota #gt86 https://t.co/cJU7o0PGUn,False,0,0,0,1,0,0,0,1
josmarten,@EU_Eurostat @EU_Commission Smartest-Hydrogen- Family in EU : Denmark’s First Toyota Mirai Gets Delivered https://t.co/QrK7xwDaMM Love the,False,0,0,1,0,0,0,1,1
xWhiteAngelus,Gotta love that Toyota Celica.,False,0,0,1,0,0,0,0,1
PhyliciaaaMerae,I love that Toyota Camry 😭😍,False,0,0,1,0,0,0,0,1
ThereseLisan29,@Toyota thanks. I love the Corolla. It's always been my dream car ☺️,False,0,1,0,1,0,0,0,1
SirIkokwuPE,"@1049SMAFM #AutoCare Sir, kindly counsel me...am in love with Toyota Camry(especially 1999 Model), is it okay?",False,0,0,1,0,0,0,0,1
Sir_Ntusi,"Love the old Yaris 😍😍😍 ""@Tumisho_Maps: Toyota Yaris Ain't that bad as a first car though.""",False,0,0,1,0,0,0,0,0
TangieGilmore,Gonna be driving a Toyota Yaris for the next few days as a rental and I love it 🚗🙂,False,0,1,1,0,0,0,0,0
gknight738,Love this Toyota beautiful classic car :-) https://t.co/mUJ1F0MvCb,False,0,0,1,0,0,0,0,1
IzzyfromDaO,Another Toyota doe. Love them,False,0,0,1,1,0,0,0,1
Ryan__Rigg,Words cannot express how much I LOVE THIS CAR! I purchased my 2015 @Toyota Camry XSE on 5/28/15 &amp,False,0,1,0,0,0,0,0,1
UPPCOS,This gorgeous Toyota Supra just arrived for a custom downpipe and intercooler piping. Gotta love sports cars from the 90s!,False,0,0,1,0,0,0,0,0
limpyshire,I JUST DROVE MY MOMS NEW TOYOTA AVALON AND IM SO IN LOVE,False,0,1,1,0,0,0,0,0
ShaneWellington,@Toyota @DavidWilsonTRD I would so Love to own a #MartyMcFly #BackToTheFuture Edition #Tacoma ☝🏻️,False,0,1,0,0,0,0,0,1
evanmyers4,Blacked out Toyota supra. I'm in love,False,0,0,1,0,0,0,0,0
Spammyjazzhands,"@swarthyvillain ""Why was my Steampunk airship downed by the RAF? Because I love the look and feel of the Toyota HiLux just too damn much.""",False,0,0,1,0,0,0,1,1
JimmyRager,My New Love: #SwaggerWagon #Sienna2015 @Toyota - Prototype with options shown. Produ... (Vine by @EhBeeFamily) https://t.co/XghhEFxSv0,False,0,1,0,0,0,0,1,1
bowhunter1088,"Ha this car for a month and we love it #toyota #priusc #newcar 💯👍😄😍🙏🏻🚗 joannawilliams93 @ Columbia,… https://t.co/fBf",False,0,1,0,0,0,0,1,1
KeciaHambrick,My family and I are headed to the pumpkin farm in this 2015 Toyota Corolla. I love the color!… https://t.co/7Gp5QIijAQ,False,0,0,1,0,0,0,0,1
2Wired2Tired,I love the @Toyota #Highlander Its' a great 3 Row SUV for the fam #DriveToyota https://t.co/2804C8CnbO https://t.co/DHSWXQo3um,False,0,1,0,0,0,0,1,0
YokohamaTC,Love that @Toyota Starlet widebody! https://t.co/H50lrCDi2q,False,0,0,0,0,0,1,0,1
KTettemer,I got a 2012 Toyota Rav4 last weekend and I am in love with it! Thank you @Toyota I'm looking forward to driving this car for years to come!,False,0,1,0,0,0,0,1,0
mia_tortillaa,"@jeremyrules2016 2008 Toyota Yaris! It's super cute and small, I love it.",False,0,0,1,0,0,1,0,0
AutoGuide,#Toyota S-FR Concept Previews a Baby FR-S. Love it or hate it? https://t.co/4njEl0ttEH https://t.co/QfWDJLtHWF,False,0,1,0,0,0,0,0,1
Karansharma2688,Love the Mirai @toyota,False,0,0,0,0,0,0,0,1
JoeOlejniczak,The one car I'm finally happy to own. Love this thing! #toyotacorollasplus #toyota #corolla #2016 @… https://t.co/h7qUjUSSnb,False,0,1,0,0,0,0,1,1
NiceConundrum,Thanks for sharing! Love my #Toyota @realmikefox https://t.co/l0Ka9nyZSG,False,0,1,0,1,0,0,0,1
Erika1Romero,#2016WickedTacoma in full 4X4 mode love the new @Toyota Tacoma https://t.co/FrSzGDdWoh,False,0,1,0,0,0,0,0,0
